Gene Symbol,Description,Ensembl ID,Entrez ID,Vision,Auditory,Olfactory,Touch,Gene_hgnc
OR52W1,Olfactory Receptor Family 52 Subfamily W Member 1,ENSG00000175485,120787,no,no,yes,no,OR52W1
OR56A1,Olfactory Receptor Family 56 Subfamily A Member 1,ENSG00000180934,120796,no,no,yes,no,OR56A1
OR56A3,Olfactory Receptor Family 56 Subfamily A Member 3,ENSG00000184478,390083,no,no,yes,no,OR56A3
OR56A4,Olfactory Receptor Family 56 Subfamily A Member 4,ENSG00000183389,120793,no,no,yes,no,OR56A4
OR56B1,Olfactory Receptor Family 56 Subfamily B Member 1,ENSG00000181023,387748,no,no,yes,no,OR56B1
OR56B4,Olfactory Receptor Family 56 Subfamily B Member 4,ENSG00000180919,196335,no,no,yes,no,OR56B4
OR5A1,Olfactory Receptor Family 5 Subfamily A Member 1,ENSG00000172320,219982,no,no,yes,no,OR5A1
OR5AC2,Olfactory Receptor Family 5 Subfamily AC Member 2,ENSG00000196578,81050,no,no,yes,no,OR5AC2
OR5AK2,Olfactory Receptor Family 5 Subfamily AK Member 2,ENSG00000181273,390181,yes,no,yes,no,OR5AK2
OR5AN1,Olfactory Receptor Family 5 Subfamily AN Member 1,ENSG00000176495,390195,no,no,yes,no,OR5AN1
OR5AP2,Olfactory Receptor Family 5 Subfamily AP Member 2,ENSG00000172464,338675,no,no,yes,no,OR5AP2
OR5AR1,Olfactory Receptor Family 5 Subfamily AR Member 1,ENSG00000172459,219493,no,no,yes,no,OR5AR1
OR5AS1,Olfactory Receptor Family 5 Subfamily AS Member 1,ENSG00000181785,219447,no,no,yes,no,OR5AS1
OR5AU1,Olfactory Receptor Family 5 Subfamily AU Member 1,ENSG00000169327,390445,no,no,yes,no,OR5AU1
OR5B12,Olfactory Receptor Family 5 Subfamily B Member 12,ENSG00000172362,390191,no,no,yes,no,OR5B12
OR5B17,Olfactory Receptor Family 5 Subfamily B Member 17,ENSG00000197786,219965,no,no,yes,no,OR5B17
OR5B2,Olfactory Receptor Family 5 Subfamily B Member 2,ENSG00000172365,390190,no,no,yes,no,OR5B2
OR5B21,Olfactory Receptor Family 5 Subfamily B Member 21,ENSG00000198283,219968,no,no,yes,no,OR5B21
OR5B3,Olfactory Receptor Family 5 Subfamily B Member 3,ENSG00000172769,441608,no,no,yes,no,OR5B3
OR5C1,Olfactory Receptor Family 5 Subfamily C Member 1,ENSG00000148215,392391,no,no,yes,no,OR5C1
OR5D14,Olfactory Receptor Family 5 Subfamily D Member 14,ENSG00000186113,219436,no,no,yes,no,OR5D14
OR5D18,Olfactory Receptor Family 5 Subfamily D Member 18,ENSG00000186119,219438,no,no,yes,no,OR5D18
OR5F1,Olfactory Receptor Family 5 Subfamily F Member 1,ENSG00000149133,338674,no,no,yes,no,OR5F1
OR5H1,Olfactory Receptor Family 5 Subfamily H Member 1,ENSG00000231192,26341,no,no,yes,no,OR5H1
OR5H14,Olfactory Receptor Family 5 Subfamily H Member 14,ENSG00000236032,403273,no,no,yes,no,OR5H14
OR5H15,Olfactory Receptor Family 5 Subfamily H Member 15,ENSG00000233412,403274,no,no,yes,no,OR5H15
OR5H2,Olfactory Receptor Family 5 Subfamily H Member 2,ENSG00000197938,79310,no,no,yes,no,OR5H2
OR5H6,Olfactory Receptor Family 5 Subfamily H Member 6,ENSG00000230301,79295,no,no,yes,no,OR5H6
OR5I1,Olfactory Receptor Family 5 Subfamily I Member 1,ENSG00000167825,10798,no,no,yes,no,OR5I1
OR5J2,Olfactory Receptor Family 5 Subfamily J Member 2,ENSG00000174957,282775,no,no,yes,no,OR5J2
OR5K1,Olfactory Receptor Family 5 Subfamily K Member 1,ENSG00000232382,26339,no,no,yes,no,OR5K1
OR5K2,Olfactory Receptor Family 5 Subfamily K Member 2,ENSG00000231861,402135,no,no,yes,no,OR5K2
OR5K3,Olfactory Receptor Family 5 Subfamily K Member 3,ENSG00000206536,403277,no,no,yes,no,OR5K3
OR5K4,Olfactory Receptor Family 5 Subfamily K Member 4,ENSG00000196098,403278,no,no,yes,no,OR5K4
OR5L2,Olfactory Receptor Family 5 Subfamily L Member 2,ENSG00000205030,26338,no,no,yes,no,OR5L2
OR5M1,Olfactory Receptor Family 5 Subfamily M Member 1,ENSG00000255012,390168,no,no,yes,no,OR5M1
OR5M10,Olfactory Receptor Family 5 Subfamily M Member 10,ENSG00000254834,390167,no,no,yes,no,OR5M10
OR5M11,Olfactory Receptor Family 5 Subfamily M Member 11,ENSG00000255223,219487,no,no,yes,no,OR5M11
OR5M3,Olfactory Receptor Family 5 Subfamily M Member 3,ENSG00000174937,219482,no,no,yes,no,OR5M3
OR5M8,Olfactory Receptor Family 5 Subfamily M Member 8,ENSG00000181371,219484,no,no,yes,no,OR5M8
OR5M9,Olfactory Receptor Family 5 Subfamily M Member 9,ENSG00000150269,390162,no,no,yes,no,OR5M9
OR5P2,Olfactory Receptor Family 5 Subfamily P Member 2,ENSG00000183303,120065,no,no,yes,no,OR5P2
OR5P3,Olfactory Receptor Family 5 Subfamily P Member 3,ENSG00000182334,120066,no,no,yes,no,OR5P3
OR5T2,Olfactory Receptor Family 5 Subfamily T Member 2,ENSG00000181718,219464,no,no,yes,no,OR5T2
OR5T3,Olfactory Receptor Family 5 Subfamily T Member 3,ENSG00000172489,390154,no,no,yes,no,OR5T3
OR5V1,Olfactory Receptor Family 5 Subfamily V Member 1,ENSG00000243729,81696,no,no,yes,no,OR5V1
OR5W2,Olfactory Receptor Family 5 Subfamily W Member 2,ENSG00000187612,390148,no,no,yes,no,OR5W2
OR6A2,Olfactory Receptor Family 6 Subfamily A Member 2,ENSG00000184933,8590,no,no,yes,no,OR6A2
OR6B1,Olfactory Receptor Family 6 Subfamily B Member 1,ENSG00000221813,135946,no,no,yes,no,OR6B1
OR6B2,Olfactory Receptor Family 6 Subfamily B Member 2,ENSG00000182083,389090,no,no,yes,no,OR6B2
OR6B3,Olfactory Receptor Family 6 Subfamily B Member 3,ENSG00000178586,150681,no,no,yes,no,OR6B3
OR6C1,Olfactory Receptor Family 6 Subfamily C Member 1,ENSG00000205330,390321,no,no,yes,no,OR6C1
OR6C2,Olfactory Receptor Family 6 Subfamily C Member 2,ENSG00000179695,341416,no,no,yes,no,OR6C2
OR6C3,Olfactory Receptor Family 6 Subfamily C Member 3,ENSG00000205329,254786,no,no,yes,no,OR6C3
OR6C4,Olfactory Receptor Family 6 Subfamily C Member 4,ENSG00000179626,341418,no,no,yes,no,OR6C4
OR6C6,Olfactory Receptor Family 6 Subfamily C Member 6,ENSG00000188324,283365,no,no,yes,no,OR6C6
OR6C65,Olfactory Receptor Family 6 Subfamily C Member 65,ENSG00000205328,403282,no,no,yes,no,OR6C65
OR6C68,Olfactory Receptor Family 6 Subfamily C Member 68,ENSG00000205327,403284,no,no,yes,no,OR6C68
OR6C70,Olfactory Receptor Family 6 Subfamily C Member 70,ENSG00000184954,390327,no,no,yes,no,OR6C70
OR6C74,Olfactory Receptor Family 6 Subfamily C Member 74,ENSG00000197706,254783,no,no,yes,no,OR6C74
OR6C75,Olfactory Receptor Family 6 Subfamily C Member 75,ENSG00000187857,390323,no,no,yes,no,OR6C75
OR6C76,Olfactory Receptor Family 6 Subfamily C Member 76,ENSG00000185821,390326,no,no,yes,no,OR6C76
OR6F1,Olfactory Receptor Family 6 Subfamily F Member 1,ENSG00000169214,343169,no,no,yes,no,OR6F1
OR6J1,Olfactory Receptor Family 6 Subfamily J Member 1,ENSG00000255804,79549,yes,no,yes,no,OR6J1
OR6K2,Olfactory Receptor Family 6 Subfamily K Member 2,ENSG00000196171,81448,no,no,yes,no,OR6K2
OR6K3,Olfactory Receptor Family 6 Subfamily K Member 3,ENSG00000203757,391114,no,no,yes,no,OR6K3
OR6K6,Olfactory Receptor Family 6 Subfamily K Member 6,ENSG00000180433,128371,no,no,yes,no,OR6K6
OR6M1,Olfactory Receptor Family 6 Subfamily M Member 1,ENSG00000196099,390261,no,no,yes,no,OR6M1
OR6N1,Olfactory Receptor Family 6 Subfamily N Member 1,ENSG00000197403,128372,no,no,yes,no,OR6N1
OR6N2,Olfactory Receptor Family 6 Subfamily N Member 2,ENSG00000188340,81442,no,no,yes,no,OR6N2
OR6P1,Olfactory Receptor Family 6 Subfamily P Member 1,ENSG00000186440,128366,no,no,yes,no,OR6P1
OR6Q1,Olfactory Receptor Family 6 Subfamily Q Member 1,ENSG00000279051,219952,no,no,yes,no,OR6Q1
OR6S1,Olfactory Receptor Family 6 Subfamily S Member 1,ENSG00000181803,341799,no,no,yes,no,OR6S1
OR6T1,Olfactory Receptor Family 6 Subfamily T Member 1,ENSG00000181499,219874,no,no,yes,no,OR6T1
OR6V1,Olfactory Receptor Family 6 Subfamily V Member 1,ENSG00000225781,346517,no,no,yes,no,OR6V1
OR6X1,Olfactory Receptor Family 6 Subfamily X Member 1,ENSG00000221931,390260,no,no,yes,no,OR6X1
OR6Y1,Olfactory Receptor Family 6 Subfamily Y Member 1,ENSG00000197532,391112,no,no,yes,no,OR6Y1
OR7A10,Olfactory Receptor Family 7 Subfamily A Member 10,ENSG00000127515,390892,no,no,yes,no,OR7A10
OR7A17,Olfactory Receptor Family 7 Subfamily A Member 17,ENSG00000185385,26333,no,no,yes,no,OR7A17
OR7C2,Olfactory Receptor Family 7 Subfamily C Member 2,ENSG00000127529,26658,no,no,yes,no,OR7C2
OR7D4,Olfactory Receptor Family 7 Subfamily D Member 4,ENSG00000174667,125958,no,no,yes,no,OR7D4
OR8A1,Olfactory Receptor Family 8 Subfamily A Member 1,ENSG00000196119,390275,no,no,yes,no,OR8A1
OR8B12,Olfactory Receptor Family 8 Subfamily B Member 12,ENSG00000170953,219858,no,no,yes,no,OR8B12
OR8B2,Olfactory Receptor Family 8 Subfamily B Member 2,ENSG00000284680,26595,no,no,yes,no,OR8B2
OR8B8,Olfactory Receptor Family 8 Subfamily B Member 8,ENSG00000197125,26493,no,no,yes,no,OR8B8
OR8D2,Olfactory Receptor Family 8 Subfamily D Member 2,ENSG00000279116,283160,no,no,yes,no,OR8D2
OR8D4,Olfactory Receptor Family 8 Subfamily D Member 4,ENSG00000181518,338662,no,no,yes,no,OR8D4
OR8G1,Olfactory Receptor Family 8 Subfamily G Member 1,ENSG00000197849,26494,no,no,yes,no,OR8G1
OR8G5,Olfactory Receptor Family 8 Subfamily G Member 5,ENSG00000255298,219865,no,no,yes,no,OR8G5
OR8H1,Olfactory Receptor Family 8 Subfamily H Member 1,ENSG00000181693,219469,no,no,yes,no,OR8H1
OR8H2,Olfactory Receptor Family 8 Subfamily H Member 2,ENSG00000181767,390151,no,no,yes,no,OR8H2
OR8H3,Olfactory Receptor Family 8 Subfamily H Member 3,ENSG00000181761,390152,no,no,yes,no,OR8H3
OR8I2,Olfactory Receptor Family 8 Subfamily I Member 2,ENSG00000172154,120586,no,no,yes,no,OR8I2
OR8J1,Olfactory Receptor Family 8 Subfamily J Member 1,ENSG00000172487,219477,no,no,yes,no,OR8J1
OR8J3,Olfactory Receptor Family 8 Subfamily J Member 3,ENSG00000167822,81168,no,no,yes,no,OR8J3
OR8K1,Olfactory Receptor Family 8 Subfamily K Member 1,ENSG00000150261,390157,no,no,yes,no,OR8K1
OR8K3,Olfactory Receptor Family 8 Subfamily K Member 3 (Gene/Pseudogene),ENSG00000280314,219473,no,no,yes,no,OR8K3
OR8K5,Olfactory Receptor Family 8 Subfamily K Member 5,ENSG00000181752,219453,no,no,yes,no,OR8K5
OR8S1,Olfactory Receptor Family 8 Subfamily S Member 1,ENSG00000284723,341568,no,no,yes,no,OR8S1
OR8U1,Olfactory Receptor Family 8 Subfamily U Member 1,ENSG00000172199,219417,no,no,yes,no,OR8U1
OR9A2,Olfactory Receptor Family 9 Subfamily A Member 2,ENSG00000179468,135924,no,no,yes,no,OR9A2
OR9A4,Olfactory Receptor Family 9 Subfamily A Member 4,ENSG00000258083,130075,no,no,yes,no,OR9A4
OR9G1,Olfactory Receptor Family 9 Subfamily G Member 1,ENSG00000174914,390174,no,no,yes,no,OR9G1
OR9G4,Olfactory Receptor Family 9 Subfamily G Member 4,ENSG00000172457,283189,no,no,yes,no,OR9G4
OR9I1,Olfactory Receptor Family 9 Subfamily I Member 1,ENSG00000172377,219954,no,no,yes,no,OR9I1
OR9K2,Olfactory Receptor Family 9 Subfamily K Member 2,ENSG00000170605,441639,no,no,yes,no,OR9K2
OR9Q1,Olfactory Receptor Family 9 Subfamily Q Member 1,ENSG00000186509,219956,yes,no,yes,no,OR9Q1
OR9Q2,Olfactory Receptor Family 9 Subfamily Q Member 2,ENSG00000186513,219957,no,no,yes,no,OR9Q2
ORC3,Origin Recognition Complex Subunit 3,ENSG00000135336,23595,no,no,yes,no,ORC3
OSGEP,O-Sialoglycoprotein Endopeptidase,ENSG00000092094,55644,yes,yes,yes,no,OSGEP
OTUD4,OTU Deubiquitinase 4,ENSG00000164164,54726,yes,no,yes,no,OTUD4
OTX2,Orthodenticle Homeobox 2,ENSG00000165588,5015,yes,yes,yes,no,OTX2
PABPN1,Poly(A) Binding Protein Nuclear 1,ENSG00000100836,8106,yes,no,yes,no,PABPN1
PACRG,Parkin Coregulated,ENSG00000112530,135138,no,no,yes,no,PACRG
PALB2,Partner And Localizer Of BRCA2,ENSG00000083093,79728,yes,yes,yes,no,PALB2
PALM2AKAP2,PALM2 And AKAP2 Fusion,ENSG00000157654,445815,no,no,yes,no,PALM2AKAP2
PAM,Peptidylglycine Alpha-Amidating Monooxygenase,ENSG00000145730,5066,no,no,yes,no,PAM
PANK2,Pantothenate Kinase 2,ENSG00000125779,80025,yes,yes,yes,yes,PANK2
PARK7,Parkinsonism Associated Deglycase,ENSG00000116288,11315,yes,no,yes,yes,PARK7
PARL,Presenilin Associated Rhomboid Like,ENSG00000175193,55486,no,no,yes,no,PARL
PAX2,Paired Box 2,ENSG00000075891,5076,yes,yes,yes,no,PAX2
PAX3,Paired Box 3,ENSG00000135903,5077,yes,yes,yes,no,PAX3
PAX5,Paired Box 5,ENSG00000196092,5079,yes,no,yes,no,PAX5
PAX6,Paired Box 6,ENSG00000007372,5080,yes,yes,yes,no,PAX6
PAX9,Paired Box 9,ENSG00000198807,5083,no,no,yes,no,PAX9
PCDH9,Protocadherin 9,ENSG00000184226,5101,no,no,yes,no,PCDH9
PCNT,Pericentrin,ENSG00000160299,5116,yes,yes,yes,no,PCNT
PCSK1,Proprotein Convertase Subtilisin/Kexin Type 1,ENSG00000175426,5122,yes,no,yes,no,PCSK1
PCSK6,Proprotein Convertase Subtilisin/Kexin Type 6,ENSG00000140479,5046,no,no,yes,no,PCSK6
PDE1C,Phosphodiesterase 1C,ENSG00000154678,5137,no,yes,yes,no,PDE1C
PDE6B,Phosphodiesterase 6B,ENSG00000133256,5158,yes,yes,yes,no,PDE6B
PDE6D,Phosphodiesterase 6D,ENSG00000156973,5147,yes,yes,yes,no,PDE6D
PDGFB,Platelet Derived Growth Factor Subunit B,ENSG00000100311,5155,yes,yes,yes,yes,PDGFB
PDHB,Pyruvate Dehydrogenase E1 Subunit Beta,ENSG00000168291,5162,yes,no,yes,no,PDHB
PDYN,Prodynorphin,ENSG00000101327,5173,yes,no,yes,yes,PDYN
PEX1,Peroxisomal Biogenesis Factor 1,ENSG00000127980,5189,yes,yes,yes,no,PEX1
PEX7,Peroxisomal Biogenesis Factor 7,ENSG00000112357,5191,yes,yes,yes,yes,PEX7
PGAM5,"PGAM Family Member 5, Mitochondrial Serine/Threonine Protein Phosphatase",ENSG00000247077,192111,no,no,yes,no,PGAM5
PGAP1,Post-GPI Attachment To Proteins Inositol Deacylase 1,ENSG00000197121,80055,yes,yes,yes,no,PGAP1
PGAP3,Post-GPI Attachment To Proteins Phospholipase 3,ENSG00000161395,93210,yes,yes,yes,no,PGAP3
PHETA1,PH Domain Containing Endocytic Trafficking Adaptor 1,ENSG00000198324,144717,no,no,yes,no,PHETA1
PHOX2A,Paired Like Homeobox 2A,ENSG00000165462,401,yes,yes,yes,no,PHOX2A
PHYH,Phytanoyl-CoA 2-Hydroxylase,ENSG00000107537,5264,yes,yes,yes,yes,PHYH
PIGN,Phosphatidylinositol Glycan Anchor Biosynthesis Class N,ENSG00000197563,23556,yes,yes,yes,no,PIGN
PIK3CA,"Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Catalytic Subunit Alpha",ENSG00000121879,5290,yes,yes,yes,yes,PIK3CA
PINK1,PTEN Induced Kinase 1,ENSG00000158828,65018,yes,no,yes,no,PINK1
PITX1,Paired Like Homeodomain 1,ENSG00000069011,5307,no,no,yes,no,PITX1
PITX2,Paired Like Homeodomain 2,ENSG00000164093,5308,yes,yes,yes,no,PITX2
PLA2G6,Phospholipase A2 Group VI,ENSG00000184381,8398,yes,yes,yes,yes,PLA2G6
PLCH1,Phospholipase C Eta 1,ENSG00000114805,23007,yes,yes,yes,no,PLCH1
PLEKHB2,Pleckstrin Homology Domain Containing B2,ENSG00000115762,55041,yes,no,yes,no,PLEKHB2
PLPPR1,Phospholipid Phosphatase Related 1,ENSG00000148123,54886,no,no,yes,no,PLPPR1
PLXNA1,Plexin A1,ENSG00000114554,5361,yes,no,yes,no,PLXNA1
PLXNA4,Plexin A4,ENSG00000221866,91584,no,yes,yes,no,PLXNA4
PLXND1,Plexin D1,ENSG00000004399,23129,yes,yes,yes,no,PLXND1
PNOC,Prepronociceptin,ENSG00000168081,5368,no,no,yes,no,PNOC
PNPLA3,"Patatin Like Domain 3, 1-Acylglycerol-3-Phosphate O-Acyltransferase",ENSG00000100344,80339,no,no,yes,no,PNPLA3
PNPLA6,"Patatin Like Domain 6, Lysophospholipase",ENSG00000032444,10908,yes,yes,yes,no,PNPLA6
PODXL,Podocalyxin Like,ENSG00000128567,5420,yes,no,yes,no,PODXL
POLG,"DNA Polymerase Gamma, Catalytic Subunit",ENSG00000140521,5428,yes,yes,yes,yes,POLG
POLR1D,RNA Polymerase I And III Subunit D,ENSG00000186184,51082,yes,yes,yes,no,POLR1D
POLR2F,"RNA Polymerase II, I And III Subunit F",ENSG00000100142,5435,yes,yes,yes,no,POLR2F
POLR3A,RNA Polymerase III Subunit A,ENSG00000148606,11128,yes,yes,yes,yes,POLR3A
POLR3B,RNA Polymerase III Subunit B,ENSG00000013503,55703,yes,no,yes,yes,POLR3B
POMC,Proopiomelanocortin,ENSG00000115138,5443,yes,no,yes,no,POMC
POU1F1,POU Class 1 Homeobox 1,ENSG00000064835,5449,no,yes,yes,no,POU1F1
POU3F3,POU Class 3 Homeobox 3,ENSG00000198914,5455,no,no,yes,no,POU3F3
PPARGC1A,PPARG Coactivator 1 Alpha,ENSG00000109819,10891,no,no,yes,no,PPARGC1A
PPIE,Peptidylprolyl Isomerase E,ENSG00000084072,10450,no,no,yes,no,PPIE
PPM1H,"Protein Phosphatase, Mg2+/Mn2+ Dependent 1H",ENSG00000111110,57460,no,no,yes,no,PPM1H
PPP1CB,Protein Phosphatase 1 Catalytic Subunit Beta,ENSG00000213639,5500,yes,yes,yes,no,PPP1CB
PPP1R12A,Protein Phosphatase 1 Regulatory Subunit 12A,ENSG00000058272,4659,yes,no,yes,no,PPP1R12A
PPP1R13L,Protein Phosphatase 1 Regulatory Subunit 13 Like,ENSG00000104881,10848,no,yes,yes,no,PPP1R13L
PPP2R5D,Protein Phosphatase 2 Regulatory Subunit B'Delta,ENSG00000112640,5528,yes,no,yes,no,PPP2R5D
PRB4,Proline Rich Protein BstNI Subfamily 4,ENSG00000230657,5545,no,no,yes,no,PRB4
PRCP,Prolylcarboxypeptidase,ENSG00000137509,5547,no,no,yes,no,PRCP
PRDM12,PR/SET Domain 12,ENSG00000130711,59335,yes,yes,yes,yes,PRDM12
PRDM15,PR/SET Domain 15,ENSG00000141956,63977,no,no,yes,no,PRDM15
PRKACA,Protein Kinase CAMP-Activated Catalytic Subunit Alpha,ENSG00000072062,5566,yes,no,yes,no,PRKACA
PRKACB,Protein Kinase CAMP-Activated Catalytic Subunit Beta,ENSG00000142875,5567,yes,no,yes,no,PRKACB
PRKN,Parkin RBR E3 Ubiquitin Protein Ligase,ENSG00000185345,5071,yes,yes,yes,no,PRKN
PRL,Prolactin,ENSG00000172179,5617,no,no,yes,no,PRL
PRNP,Prion Protein (Kanno Blood Group),ENSG00000171867,5621,yes,no,yes,yes,PRNP
PROK1,Prokineticin 1,ENSG00000143125,84432,no,no,yes,no,PROK1
PROK2,Prokineticin 2,ENSG00000163421,60675,yes,yes,yes,no,PROK2
PROKR1,Prokineticin Receptor 1,ENSG00000169618,10887,no,no,yes,no,PROKR1
PROKR2,Prokineticin Receptor 2,ENSG00000101292,128674,yes,yes,yes,no,PROKR2
PROP1,PROP Paired-Like Homeobox 1,ENSG00000175325,5626,yes,yes,yes,no,PROP1
PRPF31,Pre-MRNA Processing Factor 31,ENSG00000105618,26121,yes,yes,yes,no,PRPF31
PRPH2,Peripherin 2,ENSG00000112619,5961,yes,yes,yes,no,PRPH2
PSAP,Prosaposin,ENSG00000197746,5660,yes,yes,yes,yes,PSAP
PSEN1,Presenilin 1,ENSG00000080815,5663,yes,yes,yes,yes,PSEN1
PSMF1,Proteasome Inhibitor Subunit 1,ENSG00000125818,9491,no,yes,yes,no,PSMF1
PTCH1,Patched 1,ENSG00000185920,5727,yes,yes,yes,no,PTCH1
PTCH2,Patched 2,ENSG00000117425,8643,yes,no,yes,no,PTCH2
PTCHD4,Patched Domain Containing 4,ENSG00000244694,442213,no,no,yes,no,PTCHD4
PTEN,Phosphatase And Tensin Homolog,ENSG00000171862,5728,yes,yes,yes,yes,PTEN
PTH,Parathyroid Hormone,ENSG00000152266,5741,no,no,yes,no,PTH
PTH1R,Parathyroid Hormone 1 Receptor,ENSG00000160801,5745,yes,yes,yes,no,PTH1R
PTK6,Protein Tyrosine Kinase 6,ENSG00000101213,5753,no,no,yes,no,PTK6
PTPN1,Protein Tyrosine Phosphatase Non-Receptor Type 1,ENSG00000196396,5770,no,no,yes,no,PTPN1
PTPN11,Protein Tyrosine Phosphatase Non-Receptor Type 11,ENSG00000179295,5781,yes,yes,yes,no,PTPN11
PTPRC,Protein Tyrosine Phosphatase Receptor Type C,ENSG00000081237,5788,yes,yes,yes,no,PTPRC
PTPRS,Protein Tyrosine Phosphatase Receptor Type S,ENSG00000105426,5802,no,no,yes,no,PTPRS
PTPRZ1,Protein Tyrosine Phosphatase Receptor Type Z1,ENSG00000106278,5803,no,no,yes,no,PTPRZ1
PTRHD1,Peptidyl-TRNA Hydrolase Domain Containing 1,ENSG00000184924,391356,yes,no,yes,no,PTRHD1
PTS,6-Pyruvoyltetrahydropterin Synthase,ENSG00000150787,5805,yes,no,yes,no,PTS
PUF60,Poly(U) Binding Splicing Factor 60,ENSG00000179950,22827,yes,yes,yes,no,PUF60
PVALB,Parvalbumin,ENSG00000100362,5816,no,no,yes,no,PVALB
QPCTL,Glutaminyl-Peptide Cyclotransferase Like,ENSG00000011478,54814,no,no,yes,no,QPCTL
RAB10,"RAB10, Member RAS Oncogene Family",ENSG00000084733,10890,no,no,yes,no,RAB10
RAB11A,"RAB11A, Member RAS Oncogene Family",ENSG00000103769,8766,no,no,yes,no,RAB11A
RAB23,"RAB23, Member RAS Oncogene Family",ENSG00000112210,51715,yes,yes,yes,no,RAB23
RAB29,"RAB29, Member RAS Oncogene Family",ENSG00000117280,8934,no,yes,yes,no,RAB29
RAB3A,"RAB3A, Member RAS Oncogene Family",ENSG00000105649,5864,no,no,yes,no,RAB3A
RAB5A,"RAB5A, Member RAS Oncogene Family",ENSG00000144566,5868,no,no,yes,no,RAB5A
RAB8A,"RAB8A, Member RAS Oncogene Family",ENSG00000167461,4218,no,no,yes,no,RAB8A
RABGAP1,RAB GTPase Activating Protein 1,ENSG00000011454,23637,no,no,yes,no,RABGAP1
RAD21,RAD21 Cohesin Complex Component,ENSG00000164754,5885,yes,yes,yes,no,RAD21
RAF1,"Raf-1 Proto-Oncogene, Serine/Threonine Kinase",ENSG00000132155,5894,yes,yes,yes,no,RAF1
RANBP3,RAN Binding Protein 3,ENSG00000031823,8498,no,no,yes,no,RANBP3
RASA1,RAS P21 Protein Activator 1,ENSG00000145715,5921,no,yes,yes,yes,RASA1
RASA2,RAS P21 Protein Activator 2,ENSG00000155903,5922,yes,yes,yes,no,RASA2
RASL10A,RAS Like Family 10 Member A,ENSG00000100276,10633,no,no,yes,no,RASL10A
RB1CC1,RB1 Inducible Coiled-Coil 1,ENSG00000023287,9821,no,no,yes,no,RB1CC1
RD3,RD3 Regulator Of GUCY2D,ENSG00000198570,343035,yes,yes,yes,yes,RD3
RDH12,Retinol Dehydrogenase 12,ENSG00000139988,145226,yes,yes,yes,yes,RDH12
REEP1,Receptor Accessory Protein 1,ENSG00000068615,65055,yes,yes,yes,yes,REEP1
REEP2,Receptor Accessory Protein 2,ENSG00000132563,51308,no,yes,yes,yes,REEP2
RELB,"RELB Proto-Oncogene, NF-KB Subunit",ENSG00000104856,5971,no,no,yes,no,RELB
RELN,Reelin,ENSG00000189056,5649,yes,yes,yes,no,RELN
REP15,RAB15 Effector Protein,ENSG00000174236,387849,no,no,yes,no,REP15
RERE,Arginine-Glutamic Acid Dipeptide Repeats,ENSG00000142599,473,yes,yes,yes,no,RERE
RETREG1,Reticulophagy Regulator 1,ENSG00000154153,54463,yes,yes,yes,yes,RETREG1
REV3L,"REV3 Like, DNA Directed Polymerase Zeta Catalytic Subunit",ENSG00000009413,5980,yes,yes,yes,no,REV3L
RFC1,Replication Factor C Subunit 1,ENSG00000035928,5981,yes,yes,yes,yes,RFC1
RHO,Rhodopsin,ENSG00000163914,6010,yes,yes,yes,no,RHO
RHOBTB2,Rho Related BTB Domain Containing 2,ENSG00000008853,23221,no,no,yes,no,RHOBTB2
RHOT1,Ras Homolog Family Member T1,ENSG00000126858,55288,no,no,yes,no,RHOT1
RHOT2,Ras Homolog Family Member T2,ENSG00000140983,89941,no,no,yes,no,RHOT2
RHPN1,Rhophilin Rho GTPase Binding Protein 1,ENSG00000158106,114822,no,no,yes,no,RHPN1
RHPN2,Rhophilin Rho GTPase Binding Protein 2,ENSG00000131941,85415,no,no,yes,no,RHPN2
RIC3,RIC3 Acetylcholine Receptor Chaperone,ENSG00000166405,79608,yes,yes,yes,no,RIC3
